trn_loss,val_loss,trn_acc,val_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0.8272827731238471,2.5963606357574465,0.5930232558139535,0.43023255813953487,4.011265993118286,False,,,1,8c242_00000,096867247c2f4ae0a63efa79babb9bb4,2023-05-13_12-40-23,1683974423,4.011265993118286,22184,Schenker-Media-Station,127.0.0.1,4.011265993118286,0,1,0.0039904117584228516
1.2659947176774342,1.2160927057266235,0.5901162790697675,0.6395348837209303,1.4890148639678955,False,,,2,8c242_00000,096867247c2f4ae0a63efa79babb9bb4,2023-05-13_12-40-25,1683974425,5.500280857086182,22184,Schenker-Media-Station,127.0.0.1,5.500280857086182,0,2,0.0039904117584228516
0.85909470419089,1.0005127310752868,0.6976744186046512,0.6395348837209303,1.4421405792236328,False,,,3,8c242_00000,096867247c2f4ae0a63efa79babb9bb4,2023-05-13_12-40-26,1683974426,6.9424214363098145,22184,Schenker-Media-Station,127.0.0.1,6.9424214363098145,0,3,0.0039904117584228516
0.8312059715390205,0.8003297626972199,0.7151162790697675,0.6511627906976745,1.748321771621704,False,,,4,8c242_00000,096867247c2f4ae0a63efa79babb9bb4,2023-05-13_12-40-28,1683974428,8.690743207931519,22184,Schenker-Media-Station,127.0.0.1,8.690743207931519,0,4,0.0039904117584228516
1.0419522391425238,0.662624078989029,0.7005813953488372,0.7093023255813954,1.780236005783081,False,,,5,8c242_00000,096867247c2f4ae0a63efa79babb9bb4,2023-05-13_12-40-30,1683974430,10.4709792137146,22184,Schenker-Media-Station,127.0.0.1,10.4709792137146,0,5,0.0039904117584228516
1.206033792760637,1.8610451698303223,0.688953488372093,0.6046511627906976,1.8161404132843018,False,,,6,8c242_00000,096867247c2f4ae0a63efa79babb9bb4,2023-05-13_12-40-31,1683974431,12.287119626998901,22184,Schenker-Media-Station,127.0.0.1,12.287119626998901,0,6,0.0039904117584228516
1.1656437905298338,1.2649507522583008,0.6686046511627907,0.7325581395348837,1.8420708179473877,False,,,7,8c242_00000,096867247c2f4ae0a63efa79babb9bb4,2023-05-13_12-40-33,1683974433,14.129190444946289,22184,Schenker-Media-Station,127.0.0.1,14.129190444946289,0,7,0.0039904117584228516
1.0155458839403257,0.7027195923030376,0.7180232558139535,0.7325581395348837,1.77325439453125,False,,,8,8c242_00000,096867247c2f4ae0a63efa79babb9bb4,2023-05-13_12-40-35,1683974435,15.902444839477539,22184,Schenker-Media-Station,127.0.0.1,15.902444839477539,0,8,0.0039904117584228516
0.7118323623306222,1.0537084221839905,0.7616279069767442,0.6511627906976745,1.754305362701416,False,,,9,8c242_00000,096867247c2f4ae0a63efa79babb9bb4,2023-05-13_12-40-37,1683974437,17.656750202178955,22184,Schenker-Media-Station,127.0.0.1,17.656750202178955,0,9,0.0039904117584228516
0.7678325321370115,1.14538254737854,0.7558139534883721,0.6976744186046512,1.8151428699493408,False,,,10,8c242_00000,096867247c2f4ae0a63efa79babb9bb4,2023-05-13_12-40-39,1683974439,19.471893072128296,22184,Schenker-Media-Station,127.0.0.1,19.471893072128296,0,10,0.0039904117584228516
0.5945732552144263,0.6301061272621155,0.7616279069767442,0.7441860465116279,1.8001837730407715,False,,,11,8c242_00000,096867247c2f4ae0a63efa79babb9bb4,2023-05-13_12-40-40,1683974440,21.272076845169067,22184,Schenker-Media-Station,127.0.0.1,21.272076845169067,0,11,0.0039904117584228516
0.6081442932287852,0.6889938831329345,0.7761627906976745,0.7441860465116279,1.7662723064422607,False,,,12,8c242_00000,096867247c2f4ae0a63efa79babb9bb4,2023-05-13_12-40-42,1683974442,23.038349151611328,22184,Schenker-Media-Station,127.0.0.1,23.038349151611328,0,12,0.0039904117584228516
