trn_loss,val_loss,trn_acc,val_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0.6717554132143656,0.599509310722351,0.5901162790697675,0.6976744186046512,4.033206939697266,False,,,1,0089d_00000,47a5d5fb7d2e4761be8b403e5094259b,2023-05-13_12-43-38,1683974618,4.033206939697266,25888,Schenker-Media-Station,127.0.0.1,4.033206939697266,0,1,0.003989458084106445
0.5171238117747836,0.5963292360305786,0.7819767441860465,0.7093023255813954,1.5378849506378174,False,,,2,0089d_00000,47a5d5fb7d2e4761be8b403e5094259b,2023-05-13_12-43-40,1683974620,5.571091890335083,25888,Schenker-Media-Station,127.0.0.1,5.571091890335083,0,2,0.003989458084106445
0.5014785908990436,0.5443972051143646,0.7703488372093024,0.7558139534883721,1.5299065113067627,False,,,3,0089d_00000,47a5d5fb7d2e4761be8b403e5094259b,2023-05-13_12-43-41,1683974621,7.100998401641846,25888,Schenker-Media-Station,127.0.0.1,7.100998401641846,0,3,0.003989458084106445
0.46877915494971806,0.515833604335785,0.7819767441860465,0.7790697674418605,1.6116864681243896,False,,,4,0089d_00000,47a5d5fb7d2e4761be8b403e5094259b,2023-05-13_12-43-43,1683974623,8.712684869766235,25888,Schenker-Media-Station,127.0.0.1,8.712684869766235,0,4,0.003989458084106445
0.3847444968091117,0.5576576113700866,0.8488372093023255,0.7441860465116279,1.6665403842926025,False,,,5,0089d_00000,47a5d5fb7d2e4761be8b403e5094259b,2023-05-13_12-43-45,1683974625,10.379225254058838,25888,Schenker-Media-Station,127.0.0.1,10.379225254058838,0,5,0.003989458084106445
0.3623683676123619,0.5711750149726867,0.8633720930232558,0.7093023255813954,1.755303144454956,False,,,6,0089d_00000,47a5d5fb7d2e4761be8b403e5094259b,2023-05-13_12-43-46,1683974626,12.134528398513794,25888,Schenker-Media-Station,127.0.0.1,12.134528398513794,0,6,0.003989458084106445
0.31667759517828625,0.49996591806411744,0.8866279069767442,0.7790697674418605,1.7832283973693848,False,,,7,0089d_00000,47a5d5fb7d2e4761be8b403e5094259b,2023-05-13_12-43-48,1683974628,13.917756795883179,25888,Schenker-Media-Station,127.0.0.1,13.917756795883179,0,7,0.003989458084106445
0.28967278202374774,0.5681040167808533,0.9244186046511628,0.7558139534883721,1.7483210563659668,False,,,8,0089d_00000,47a5d5fb7d2e4761be8b403e5094259b,2023-05-13_12-43-50,1683974630,15.666077852249146,25888,Schenker-Media-Station,127.0.0.1,15.666077852249146,0,8,0.003989458084106445
0.31565771914190716,0.4881621837615967,0.9069767441860465,0.7558139534883721,1.8021771907806396,False,,,9,0089d_00000,47a5d5fb7d2e4761be8b403e5094259b,2023-05-13_12-43-52,1683974632,17.468255043029785,25888,Schenker-Media-Station,127.0.0.1,17.468255043029785,0,9,0.003989458084106445
0.24099483713507652,0.6292006015777588,0.9098837209302325,0.686046511627907,1.783229112625122,False,,,10,0089d_00000,47a5d5fb7d2e4761be8b403e5094259b,2023-05-13_12-43-54,1683974634,19.251484155654907,25888,Schenker-Media-Station,127.0.0.1,19.251484155654907,0,10,0.003989458084106445
0.19592646095487806,0.48789172768592837,0.9593023255813954,0.7558139534883721,1.7672715187072754,False,,,11,0089d_00000,47a5d5fb7d2e4761be8b403e5094259b,2023-05-13_12-43-55,1683974635,21.018755674362183,25888,Schenker-Media-Station,127.0.0.1,21.018755674362183,0,11,0.003989458084106445
0.21660670927829212,0.5652198314666748,0.9534883720930233,0.7209302325581395,1.7632801532745361,False,,,12,0089d_00000,47a5d5fb7d2e4761be8b403e5094259b,2023-05-13_12-43-57,1683974637,22.78203582763672,25888,Schenker-Media-Station,127.0.0.1,22.78203582763672,0,12,0.003989458084106445
0.18072872650292185,0.6250368058681488,0.9563953488372093,0.7558139534883721,1.7513141632080078,False,,,13,0089d_00000,47a5d5fb7d2e4761be8b403e5094259b,2023-05-13_12-43-59,1683974639,24.533349990844727,25888,Schenker-Media-Station,127.0.0.1,24.533349990844727,0,13,0.003989458084106445
0.16753335876597297,0.4660486698150635,0.9593023255813954,0.7906976744186046,1.873978614807129,False,,,14,0089d_00000,47a5d5fb7d2e4761be8b403e5094259b,2023-05-13_12-44-01,1683974641,26.407328605651855,25888,Schenker-Media-Station,127.0.0.1,26.407328605651855,0,14,0.003989458084106445
0.1644260643257035,0.5578412115573883,0.9534883720930233,0.7790697674418605,1.901883602142334,False,,,15,0089d_00000,47a5d5fb7d2e4761be8b403e5094259b,2023-05-13_12-44-03,1683974643,28.30921220779419,25888,Schenker-Media-Station,127.0.0.1,28.30921220779419,0,15,0.003989458084106445
0.14825016322235265,0.7146727800369262,0.9709302325581395,0.6976744186046512,1.8759803771972656,False,,,16,0089d_00000,47a5d5fb7d2e4761be8b403e5094259b,2023-05-13_12-44-04,1683974644,30.185192584991455,25888,Schenker-Media-Station,127.0.0.1,30.185192584991455,0,16,0.003989458084106445
0.16031506781776747,0.555621737241745,0.9563953488372093,0.7558139534883721,1.8739850521087646,False,,,17,0089d_00000,47a5d5fb7d2e4761be8b403e5094259b,2023-05-13_12-44-06,1683974646,32.05917763710022,25888,Schenker-Media-Station,127.0.0.1,32.05917763710022,0,17,0.003989458084106445
0.11944853183295992,0.6160240352153779,0.9825581395348837,0.8023255813953488,1.8330943584442139,False,,,18,0089d_00000,47a5d5fb7d2e4761be8b403e5094259b,2023-05-13_12-44-08,1683974648,33.892271995544434,25888,Schenker-Media-Station,127.0.0.1,33.892271995544434,0,18,0.003989458084106445
0.12836108108361563,0.5536552250385285,0.9709302325581395,0.7790697674418605,1.8241169452667236,False,,,19,0089d_00000,47a5d5fb7d2e4761be8b403e5094259b,2023-05-13_12-44-10,1683974650,35.71638894081116,25888,Schenker-Media-Station,127.0.0.1,35.71638894081116,0,19,0.003989458084106445
0.13875185822447142,0.6040025591850281,0.9709302325581395,0.7906976744186046,1.8251161575317383,False,,,20,0089d_00000,47a5d5fb7d2e4761be8b403e5094259b,2023-05-13_12-44-12,1683974652,37.541505098342896,25888,Schenker-Media-Station,127.0.0.1,37.541505098342896,0,20,0.003989458084106445
